0.8781606993	6075 3993
0.8777913968	459 1
0.8775083148	1265 4659
0.8772311690	665 1672
0.8770621048	578 1539
0.8768391811	1539 149
0.8767849923	688 1017 195
0.8765589786	1074 861
0.8763991513	958 1461
0.8761616496	4352 9176
0.8760849563	518 986
0.8760611346	1861 2230
0.8760297870	8966 4738
0.8753767020	4414 2009
0.8752426285	468 3766 4913 715
0.8747745109	1919 370
0.8747381974	3305 1481
0.8745948253	986 5128
0.8745129780	662 3222
0.8744673318	4793 8071
0.8739521304	8542 8561
0.8735414420	531 929
0.8733592733	8542 8559
0.8733028149	267 12822
0.8732347000	9417 2794
0.8732048529	104 986 185
0.8731695303	527 957
0.8727832023	665 2852
0.8724246848	2805 4016
0.8723604592	6014 8182
0.8720609701	552 1461
0.8720024340	1074 852
0.8718036694	1823 2138
0.8717225434	5072 5073
0.8717007465	6777 2541
0.8711624058	5551 2056
0.8711577496	263 7589
0.8710118520	1329 32
0.8709403996	341 452
0.8709345756	4611 1461
0.8705992271	3278 3780
0.8705574716	2480 2569
0.8704786223	3799 295
0.8704023951	604 2815
0.8703664513	688 1026
0.8702246503	2851 2852
0.8699958431	10525 1108
0.8696493086	4025 370
0.8694578028	1595 1591
0.8693694693	1634 5538
0.8693349862	283 3403
0.8692548767	569 290
0.8692156499	6813 6814
0.8687546126	7668 666
0.8685427448	857 65
0.8680372193	493 263
0.8679865532	7285 8680
0.8676289914	891 1843
0.8675810127	839 285
0.8675309309	861 766
0.8673141484	121 759
0.8667736702	620 861
0.8659586663	505 341
0.8658325135	1267 11076
0.8657740859	2934 5115
0.8656361740	1802 1306
0.8654505876	861 2896
0.8653146118	1215 1221
0.8647639724	233 244
0.8646760817	104 366 271
0.8646636394	1225 5192
0.8643841680	4935 1396
0.8640703089	679 1902
0.8639770333	222 4156
0.8638446096	1219 608
0.8637821842	1426 883
0.8637719610	7602 1116
0.8634872633	760 376
0.8632892235	2996 289
0.8632043428	1135 2316
0.8631076604	2662 1655
0.8629145197	11221 4510
0.8625115923	1427 621
0.8624793534	595 892
0.8621764680	1396 3362
0.8616802308	1831 10030
0.8615673966	252 1528
0.8614738038	7062 7063 201 3595
0.8614612176	832 490
0.8612813297	1655 620
0.8611564619	5037 5040
0.8611149972	1828 271
0.8609471640	2910 1771
0.8608567863	9641 3058
0.8607709640	12868 283
0.8607380663	2723 1807
0.8605700280	4296 1046
0.8605260923	287 376
0.8604458380	236 9407
0.8602092873	953 5582
0.8601459453	620 1591
0.8599339013	1683 7550
0.8599328095	3087 608
0.8597983249	3535 1690
0.8595977749	8562 3808
0.8595904196	2023 843
0.8595774028	1267 1043
0.8594845951	3125 690
0.8593611994	861 893
0.8590415092	2477 871
0.8590139879	3001 2332
0.8588051323	1828 185
0.8587420861	1528 1565
0.8586708196	2083 292
0.8585349133	448 370
0.8583269181	5126 3184
0.8581302973	15020 1363
0.8581279611	721 2368 188
0.8576694713	2443 8 1046
0.8576692037	352 353
0.8575216537	387 3200
0.8573706900	223 2082
0.8573431319	3163 5604
0.8570419901	9184 13547
0.8569963586	5644 2484
0.8569951041	1074 1591
0.8567547582	2234 11770
0.8566807158	3337 4040
0.8566338177	5255 950
0.8566308367	233 294
0.8565665065	607 1481
0.8563852592	1332 2442
0.8561673657	6787 8999
0.8561551996	142 3337
0.8559807327	1522 561
0.8559761843	2300 3360
0.8558898953	4042 11263
0.8553560635	341 2766
0.8545374150	387 944
0.8540197660	474 1265 475
0.8540167742	5672 1807
0.8534927690	1415 2016
0.8534205410	262 264
0.8533427346	1634 1635
0.8532831202	2081 1446
0.8532806386	578 527
0.8531628166	2538 5200
0.8529107345	679 391
0.8528269279	233 3862
0.8528031372	10564 5633
0.8525941149	3068 249
0.8520672487	1330 608
0.8520653643	1056 1018
0.8520553513	1881 1882
0.8520093578	275 234
0.8516576347	7869 3362
0.8516075883	10399 7229
0.8515751950	1173 1957
0.8513632880	3330 2469
0.8510765831	5974 1428
0.8510051565	1471 468
0.8508289734	6113 5709
0.8505708430	8779 8780
0.8503747061	244 611
0.8503318943	621 404
0.8501770099	15315 1934
0.8501676218	1611 6748
0.8500871984	287 2334
0.8499741624	2526 4989 277
0.8496049143	684 785
0.8495366865	4663 6371
0.8494512230	39 17
0.8493418722	3799 6787
0.8493090025	201 4106
0.8492603598	3766 2896 7973
0.8492141814	13306 2905
0.8490908030	450 449
0.8490083063	5226 98
0.8489593708	8979 6914
0.8487580234	4891 3700 703 4905
0.8487010967	7713 9117
0.8485563833	387 874
0.8484630994	27 1046
0.8483730339	5287 2694
0.8482131896	1655 871
0.8481950332	286 323
0.8480744165	7199 17280
0.8478911338	3187 1301 2316
0.8477345559	187 1997
0.8477050692	5074 9389
0.8476235401	4663 6371 114
0.8475320680	615 826
0.8475085366	3844 2425
0.8474248100	2300 1461
0.8472930227	1937 1480
0.8472751003	9703 1379
0.8472727713	387 1503
0.8470245203	573 16076
0.8470116865	662 2238
0.8470051576	8098 7920
0.8468055371	3374 6603 475
0.8466958469	869 99
0.8462078368	112 5
0.8461338339	6981 3444 499
0.8460812209	1894 3748 82
0.8458705315	1662 114
0.8451910631	6981 548 10170
0.8451864102	4296 323
0.8448956841	1074 6014
0.8448461281	121 185
0.8446414033	201 2859
0.8445031720	8041 1173
0.8444181994	387 3086
0.8443939430	4194 765
0.8443877299	1238 398
0.8441701975	1528 16256
0.8441508769	2910 2911
0.8440495919	2662 652
0.8439891449	884 886
0.8439592381	3427 759
0.8438246112	1521 679
0.8437220185	6320 499
0.8437136290	5022 3222
0.8432058460	3524 17872 3834
0.8431552415	2461 3508
0.8431477966	7575 7576
0.8430078062	3757 2811
0.8427471056	4999 2111
0.8427026292	4658 971
0.8426684401	1077 4507
0.8425030271	6627 404
0.8424649325	15558 1737
0.8421547612	4765 7631
0.8421172279	275 1641
0.8418800267	13296 639
0.8416242551	10971 5950
0.8414819698	1214 12601
0.8413260708	366 986
0.8412521242	762 201
0.8405478642	7666 1046
0.8401632282	607 430
0.8398092783	1783 3187
0.8397284558	2564 32
0.8396428548	2526 7734
0.8394067691	3058 4953
0.8393987359	1802 1591
0.8392646755	7590 408
0.8392207437	1396 1398
0.8390680961	1141 5492
0.8389209685	591 2013 9
0.8387681100	724 2243
0.8386362967	1547 408
0.8385621718	7985 3863
0.8383226230	1891 3058
0.8380892065	1504 3698
0.8380119676	7779 3595
0.8379715489	6752 1532
0.8375873626	3105 2321
0.8375158615	1747 2351
0.8374045042	2443 2243
0.8370081142	621 241
0.8367722922	459 306
0.8367592662	3058 2137
0.8365314708	1551 10177
0.8364382392	17008 17009
0.8363874748	5215 201
0.8363326771	270 392 6750
0.8362739635	3353 1446
0.8362673738	1655 620 861 32
0.8362361838	1861 221
0.8359193290	2048 1265
0.8358595951	3600 6498
0.8356895894	1672 3508
0.8352965471	387 430
0.8351598762	4429 1446
0.8351567173	1396 2301
0.8350151806	459 2492
0.8348602289	352 353 3337
0.8348499562	233 1981
0.8347483169	104 6347
0.8346460636	104 404
0.8345424132	6755 6785
0.8344852924	3125 9
0.8344705961	283 6292
0.8344513865	7634 323
0.8343478707	13892 1069
0.8342932328	1897 11106
0.8342153114	3317 1046
0.8342046404	760 679
0.8339952917	1977 1588
0.8337358534	1752 6300
0.8336212174	2260 404
0.8335501758	1238 32
0.8333648679	1547 1519
0.8333132330	2411 986
0.8332064423	1494 412
0.8332002420	137 5891
0.8328049643	316 3676
0.8325930314	1330 840
0.8325477351	3125 408
0.8324284000	8142 2480
0.8323176629	4025 1191
0.8318873248	3306 14238
0.8317973560	1770 11931
0.8311166774	8585 1752
0.8309572546	262 263 264
0.8306377422	4487 3330 2469
0.8306157256	3163 3222
0.8305381567	578 1075
0.8304719430	233 6112
0.8301645070	986 556
0.8300789784	3602 2622
0.8296408821	4242 184 295
0.8294304520	3641 99
0.8292622660	404 1810
0.8288445225	613 2282
0.8285004877	9408 8968
0.8283027088	852 2896
0.8280975700	1521 341
0.8278050832	7506 662
0.8274857674	1352 10100
0.8274305413	1613 167 5540
0.8272854297	201 468
0.8270749019	2541 744
0.8267755123	857 1352
0.8265022322	2749 1547
0.8261331691	679 9
0.8260791322	682 16963
0.8256949974	648 15
0.8255655314	10525 762 201 7403
0.8251689534	1291 3982
0.8250938982	861 295
0.8250921685	2192 378
0.8247729482	3306 2081
0.8247226253	5247 931
0.8246630987	252 608
0.8245505435	8628 5399 9072
0.8242698329	3266 12139
0.8241310728	10831 7925
0.8239334768	341 985
0.8238689253	8979 5967
0.8236993551	4709 715
0.8236762842	2048 1561
0.8236608214	2014 2015
0.8232945312	5116 5637
0.8232578647	591 1595
0.8232349194	12292 3748 12293 42 222 4156
0.8231325930	1416 893
0.8229060588	8966 391
0.8228535676	4999 878
0.8227944382	2780 140
0.8226059494	5940 11 5940
0.8225889203	13462 13463
0.8224848290	3100 1504
0.8224296141	3037 3106
0.8223994987	4878 4889
0.8222581106	10186 12822
0.8221546107	168 2294
0.8221501290	104 2910
0.8219557448	5990 1123
0.8216015476	4314 2009
0.8215536356	174 233
0.8214315948	2227 201
0.8212293642	1807 140
0.8211253475	3027 1257
0.8210612706	662 468
0.8207180013	1880 785
0.8205696855	1595 2988
0.8205595257	1298 1952
0.8204935329	104 1034 271
0.8204775262	6460 2993
0.8202284349	3427 825
0.8201715148	45 920
0.8200992222	639 628
0.8200592736	5258 404
0.8196621018	1017 4481
0.8195200354	201 328
0.8192382410	448 3226
0.8191797717	4130 1476
0.8190257918	839 886
0.8189680641	2020 2710
0.8188720802	1655 620 861
0.8187434156	1476 359
0.8182625641	1571 124
0.8177079767	4296 679
0.8174602770	1504 11547
0.8172585207	39 784
0.8171608478	857 3982
0.8169165035	5699 4132
0.8166061686	5 3098
0.8165597220	260 715
0.8163902422	10619 2411
0.8163335437	1683 623
0.8162029657	1554 1070
0.8160801378	762 201 7403
0.8160700921	2097 1643
0.8160199750	387 3458
0.8159241148	283 986
0.8158252978	2443 883
0.8156545954	5003 5006
0.8156403135	3002 2749 1229
0.8150091440	4026 295
0.8149272564	459 32
0.8147963251	6061 82
0.8147167116	104 986
0.8143507100	662 932
0.8143416408	931 891
0.8143407617	2035 1641
0.8142844815	6853 362
0.8142781477	741 8166
0.8140702329	394 1427
0.8138020639	2380 469
0.8137093600	2110 3068
0.8136816013	780 5875
0.8136013844	244 1672
0.8135150333	5008 344
0.8133667636	12362 8041
0.8131824373	8428 1737
0.8128675689	280 2063
0.8119252188	327 328
0.8118370986	394 908
0.8117744927	459 407
0.8113337138	1034 185 2016
0.8113059789	3179 15
0.8112173358	10564 2794
0.8109593761	662 6802
0.8108967024	1588 1655 1079
0.8108733555	3427 3427
0.8107221678	1651 662
0.8106958041	923 5
0.8105841578	3982 1670
0.8105529842	1461 6144
0.8103418770	4658 2262
0.8100993986	662 1222
0.8098332032	3642 3659
0.8098316569	320 662 275 932
0.8097007768	861 82
0.8096316472	98 379
0.8095994254	929 1209
0.8091907533	30 1772
0.8090857313	10580 8
0.8084751588	201 1046
0.8084337290	1683 843
0.8084117195	2013 9
0.8083104140	5713 5747
0.8081912551	10525 762 201
0.8081720874	823 884
0.8081382138	174 430
0.8081140176	387 223
0.8079670190	11485 662
0.8076470651	5 697
0.8072531917	10218 3868
0.8071497723	1034 1126
0.8070739482	3948 42
0.8067533860	11853 11854
0.8066813993	1017 195
0.8066220039	16504 16505
0.8061465421	2591 2592
0.8056084229	2299 469
0.8055924440	5699 3312
0.8055661487	901 4005
0.8055014334	104 505
0.8054597094	2968 632
0.8053935369	1934 1352
0.8050781982	1547 715
0.8049413239	852 766
0.8046474819	607 2479
0.8044358643	174 1610
0.8044090648	2089 627
0.8042031818	82 5919
0.8041824550	1578 2160
0.8037979683	459 2316
0.8035762280	2175 3614
0.8033372160	1672 8067
0.8030620873	3957 840
0.8029597925	1415 6286 6287
0.8026976647	1740 292
0.8026954721	2516 2524
0.8025777925	2035 469
0.8019386696	233 1539
0.8018129440	1494 307
0.8013091254	1028 620 1591
0.8012276760	12584 8196
0.8010950528	223 398
0.8008627732	863 27
0.8007275492	2919 50 1046
0.7998879094	104 7675 4236
0.7997469501	10024 9320
0.7994617880	662 275 932
0.7994514307	9176 2754
0.7994381860	662 1843
0.7990293624	1187 323
0.7989272642	11595 11595 11595 11595 11595 11595
0.7986202632	3427 3427 759
0.7985801854	657 658
0.7985567480	3330 1800
0.7984750936	601 174
0.7983266157	6137 836
0.7982623741	665 233
0.7982465904	953 2054
0.7980196247	620 1123
0.7978519682	263 264
0.7977525699	11672 11673
0.7976772642	11595 11595 11595 11595 11595
0.7976698897	4891 3700 703
0.7970523326	3871 233
0.7969650489	1028 3313
0.7967652142	16298 1614
0.7967052600	604 569
0.7966077948	1604 391
0.7963566777	459 5
0.7961996904	920 32
0.7958448292	3362 691
0.7952900995	929 2160
0.7949128578	569 3701
0.7946747850	104 603 490
0.7943498201	201 1222
0.7940678706	1427 569
0.7940441398	8571 6914
0.7939973379	11248 6864
0.7939411546	310 404
0.7938866495	404 2862
0.7938433288	352 353 264
0.7936481248	104 2905 1460
0.7932587178	2662 3741
0.7932473335	4509 3226
0.7927380129	6915 1350
0.7927050905	1250 518 352
0.7924124402	5 1351
0.7921623991	569 1123
0.7918543318	1610 1750
0.7914975149	662 6603
0.7913374459	455 1521 1480 3090
0.7907673989	82 3701
0.7906362445	1401 1438
0.7905990371	225 3313
0.7905561018	1807 206
0.7903093983	1823 206
0.7901282173	3222 715
0.7898795023	1273 1046
0.7898670557	572 398
0.7893014321	4244 959
0.7889148725	16338 16340
0.7889026742	1028 10186
0.7886790408	104 1831
0.7865776194	2662 42 840
0.7863728367	1595 1605 888
0.7860585528	10580 2825 3350
0.7858768419	4790 51
0.7854515269	3222 499
0.7854316897	5036 836
0.7853165839	104 603 1330
0.7850200064	1528 15569
0.7846316422	3362 253
0.7843539479	6017 883
0.7830517888	5478 323
0.7828896701	1571 1904
0.7821199789	499 3474
0.7816982302	2818 629
0.7815157247	1074 852 893
0.7813820917	82 4007
0.7813481910	1250 518
0.7812824295	2231 32
0.7809276765	233 6935
0.7801876233	416 862
0.7801422865	4599 1446
0.7796405512	1783 3187 201
0.7795997910	20 4677
0.7786705142	5125 891
0.7786192929	45 2980
0.7786143750	3519 3523
0.7781788023	11741 1528
0.7773587533	620 114
0.7768754060	573 7752
0.7766817175	3356 10580
0.7766255710	104 603 3853
0.7765737508	6558 2392 7634
0.7761292412	721 370
0.7756161445	6558 2392 7634 323
0.7752945800	662 970
0.7750942132	3700 703 4905
0.7742616220	1571 66 3222 2339
0.7738181375	104 1837
0.7735647620	1595 1438 1591
0.7727518099	104 5240
0.7721732518	5585 295
0.7717870294	201 2238
0.7713296516	391 1379
0.7712024746	82 7771
0.7711911881	662 1601
0.7710435347	7948 662
0.7705357711	2126 1046
0.7701316936	55 1102
0.7700902389	662 1807
0.7697698485	10218 3868 6425
0.7694904163	1051 3704
0.7691653285	104 603
0.7687206794	11853 11854 4952
0.7685075940	5453 679
0.7680929994	5 936
0.7679878583	104 8628 5399
0.7663621888	10529 10526
0.7661554557	45 3260
0.7655003234	104 4296
0.7651503910	931 32
0.7651039680	2126 679
0.7644096069	1841 6 1842
0.7640001594	2749 42
0.7630342080	391 407
0.7628533438	5 1414
0.7625899426	2662 42
0.7616193933	387 950
0.7614194573	5699 233
0.7611505273	1109 1683
0.7609114031	1132 42
0.7607911324	1857 5735
0.7600085359	365 1034
0.7586810136	104 676 4811
0.7584910226	5162 5163
0.7579659485	10526 10525
0.7573002334	370 1719 3860
0.7571181473	1056 468
0.7568538399	430 1352
0.7560708328	104 2126
0.7554852051	6774 469
0.7547055520	33 1097
0.7546734891	12028 42
0.7545818360	39 1046
0.7542826481	387 469
0.7538938853	3137 569
0.7519137068	6981 3055
0.7513969503	1273 1595 1046
0.7513322681	6143 6 2060
0.7500206311	637 4429
0.7486256502	104 306
0.7484373083	104 1034 185
0.7482218630	1427 662
0.7479992939	283 404
0.7465642532	104 365 1034 185
0.7446706468	1056 1466
0.7444074228	1056 201
0.7436288556	3757 201
0.7422003118	398 1790
0.7419520568	82 42 32
0.7407069787	104 603 604
0.7404773738	1067 32
0.7402798703	8 11 657 3508
0.7398803895	46 602
0.7395602424	275 932
0.7394539620	662 97
0.7393067821	5004 835 3052 1542
0.7392792453	1588 1655
0.7380966860	104 366 185
0.7376492892	662 201 2388
0.7373402944	662 3280
0.7371176784	1332 3376
0.7369601566	2919 50
0.7368583916	201 9
0.7367649592	5 1221
0.7366452115	1871 825
0.7362690489	5 912
0.7362365557	3447 1213
0.7361536610	361 55
0.7348887702	861 99
0.7342559191	407 697
0.7340605303	1046 697
0.7339000133	891 371
0.7334562310	104 6916
0.7330186139	6558 2392
0.7325388669	863 620
0.7320347305	104 7806
0.7316349510	404 1665
0.7312790435	387 843
0.7309732559	2050 149
0.7297195608	662 267
0.7293083985	1640 371
0.7284857014	345 784
0.7278049585	387 2541
0.7273805007	168 206
0.7271470315	404 408
0.7266380148	351 6 6582
0.7258974318	662 1446
0.7257266416	826 784
0.7254360418	112 620
0.7251720399	1857 1861
0.7241642425	174 469
0.7240546850	662 3222 715
0.7239452005	420 5875
0.7235912223	395 387
0.7232044441	662 5228
0.7230761962	9802 42
0.7226393995	662 6780
0.7215739735	3306 6787
0.7208245208	45 784
0.7206378374	104 263 328
0.7201719264	113 114
0.7187818344	493 300 825
0.7187204765	104 986 3383
0.7185742901	104 4296 31 2126 6541
0.7182053375	468 442
0.7173666796	387 970
0.7171777659	1806 679
0.7171035778	4215 431 861
0.7169568531	1528 1046
0.7165932315	499 6292
0.7161541841	1595 1605
0.7159852994	505 679
0.7155073693	104 366
0.7147030829	112 891
0.7144130657	387 1097
0.7126635644	10580 2825
0.7124064268	20 272
0.7120902977	316 317
0.7115757788	104 1034 1126
0.7112326689	174 1221
0.7110935394	1802 5
0.7109735548	263 328
0.7108728391	104 3378
0.7100390259	233 666
0.7098117465	371 2444
0.7090224493	863 32
0.7087003802	569 490
0.7080828562	604 490
0.7073083951	394 391
0.7066417377	4296 31 2126
0.7059003618	1547 986
0.7047495978	11601 31 11602
0.7037460092	662 1466
0.7032878911	51 404 149
0.7032861877	449 82
0.7031368543	3308 42
0.7019524737	1594 1111
0.7019344183	891 42
0.7019311695	2694 95 2652 2077
0.7017791302	5 3 2309
0.7016527417	104 603 840
0.7010429330	1605 888
0.7005499599	185 2016
0.6993398884	104 2749
0.6989314083	1683 1097
0.6981463019	679 959
0.6977566027	104 1082 1604 604
0.6969627286	662 328
0.6959711005	2009 1547
0.6959662884	45 464
0.6957044402	387 623
0.6954624465	4215 431 883
0.6951307162	2009 42
0.6946712778	112 223
0.6935284214	1330 5
0.6929579282	591 114
0.6913182882	104 3718
0.6905768442	51 404 408
0.6901985102	3451 371
0.6896077894	569 391
0.6880536575	1937 341
0.6880257895	2404 31 11212
0.6880003331	104 684
0.6878227197	1067 114
0.6873724317	300 301
0.6870853820	1461 223
0.6863267179	620 861 82
0.6859115955	45 217
0.6856508446	104 1082 1604 490
0.6849981808	1028 620
0.6845812347	620 861 32
0.6844648355	132 629
0.6843986605	4467 3 8893
0.6841574526	2897 78 2537
0.6831920140	572 371
0.6820184703	591 1046
0.6820006317	1539 691
0.6817481508	252 31 5984
0.6811980888	1595 295
0.6807321055	1416 31 1997
0.6800675198	572 371 1648
0.6789339615	174 233 5
0.6787376420	104 959
0.6781705970	404 1111
0.6752678854	1528 201
0.6748030675	201 959
0.6746575789	275 114
0.6723587634	662 893
0.6719152289	662 912
0.6715007911	112 627
0.6702188978	1672 518
0.6701742536	3055 11 3055
0.6688489968	1683 469
0.6687599936	620 32
0.6685466228	1823 45
0.6675006145	341 42
0.6643900411	839 42
0.6612070184	1901 691
0.6604948250	601 387
0.6601191549	662 606
0.6579577674	82 42 407
0.6578836220	662 784
0.6577115734	371 1550
0.6549004894	1595 1046
0.6547899210	371 171
0.6547506319	76 199 76
0.6544463086	252 5
0.6541879870	1571 1904 302
0.6522280958	537 7612 7590
0.6513178318	2048 11 2048
0.6506154016	1818 31 4396
0.6487535757	662 4776
0.6478126739	1540 662
0.6459502103	8837 4547
0.6454518562	952 784
0.6450399646	891 277
0.6449641864	104 152
0.6415678481	262 263
0.6404555346	662 275
0.6397153917	277 2466
0.6394727809	1420 408
0.6394429223	104 603 391
0.6392704811	371 378
0.6381247612	401 45
0.6378179710	2839 2841 25
0.6355327993	3676 371
0.6348725529	662 1610
0.6348664673	2013 662
0.6334007164	104 263
0.6313718381	10580 8 516
0.6305500607	620 861 662
0.6304687297	168 45
0.6292811595	2839 2841 0
0.6279652912	572 114
0.6276409794	371 1648
0.6273842732	23 13681 4297
0.6262501057	42 277
0.6246034463	104 2143
0.6229123327	104 1082 1604
0.6215594378	1120 371
0.6202630794	459 42 1464
0.6193677006	66 3541
0.6162967105	12925 12840
0.6156264689	929 666
0.6143102288	42 784
0.6134222854	201 1351
0.6132366013	82 42
0.6130574891	167 5540
0.6098200301	2749 201
0.6067768075	1314 6806 1857 5735
0.6063877846	662 4106
0.6047461973	620 31 233
0.6043278570	1464 1528 12160
0.6042786742	104 2260
0.6040376788	1346 672 1790
0.6036178846	104 7675
0.6035597041	267 271
0.6027646493	449 152
0.6019437812	1721 1636
0.6000122294	104 2861
0.5989838252	104 231
0.5957906089	843 6 2060
0.5939514353	1329 662
0.5931493725	249 715
0.5927710399	572 201
0.5921737177	20 1686
0.5911339380	42 1111
0.5909016862	2039 662
0.5904396053	18 8779 1537
0.5894014673	104 469
0.5884205407	1043 1480
0.5870330492	201 4429
0.5837465309	3557 18 6657
0.5834754718	1957 715
0.5833526973	404 569
0.5827681613	2902 6 1159
0.5792152963	5 3 662
0.5787092612	537 1611 6748
