Phrase	Combined Score	Phrase Quality Score	Wiki Linking Score	NP Count Score	
entangled_particles	0.857373993774	0.7350901652	0	0	
active_research	2.09989994533	0.7349299634	2	1	
resilient_functions	1.21177964152	0.7342049498	0	1	
identity_based_signature	1.48398572058	0.7340712063	2	0	
hadamard	1.71349227603	0.734013945	3	0	
mersenne	1.7134451829	0.7339735987	3	0	
edwards	1.21143245045	0.733784291	1	0	
generation_rate	2.09814243001	0.7337002761	2	1	
the_conjugacy_search_problem	1.21135684131	0.7336926985	0	1	
dolev	1.71288436434	0.7334932114	3	0	
recent_developments	1.21100736389	0.7332694177	0	1	
authentication_using_visual_cryptography	2.09720203705	0.7330427307	2	1	
epr	1.2108008871	0.7330193941	1	0	
preservation	1.21070011208	0.7328973807	1	0	
virtex	1.21063483148	0.7328183476	1	0	
current_research	1.21061919851	0.7327994219	0	1	
shannon	0.856015824678	0.7327630921	0	0	
kak's	1.2104997349	0.7326548041	0	1	
charlie	1.2104997349	0.7326548041	1	0	
key_distribution_scheme	2.09652560013	0.732569932	2	1	
reed	1.21039455518	0.7325274896	1	0	
peter	1.21035749537	0.7324826333	1	0	
nist	1.71128108059	0.7321207342	3	0	
wsns	1.48178568329	0.7318962704	2	0	
koblitz	1.71060907609	0.7315458528	3	0	
double_base_number_system	2.09495115146	0.7314700545	2	1	
authentication_protocols	2.41903477875	0.7314661576	3	1	
previous_works	2.09491456002	0.7314445023	2	1	
security_protocols	2.09487774354	0.7314187934	2	1	
galois	1.71038068838	0.7313505248	3	0	
pkc	1.2091720756	0.7310485542	1	0	
adleman	1.70961798154	0.7306984107	3	0	
specifically_designed	0.854794565963	0.73067375	0	0	
tori	1.20883711624	0.7306435868	1	0	
ke	1.20853539088	0.7302788955	1	0	
encryption_and_decryption	1.70909159169	0.7302485172	3	0	
continual	1.20831685613	0.7300148124	1	0	
middle_attack	2.09282514965	0.7299861845	2	1	
bennett	1.20827168989	0.7299602383	1	0	
bellare	1.70870693344	0.7299198461	3	0	
boneh	1.20819369391	0.729866001	1	0	
existing_schemes	0.854302840215	0.7298333428	0	0	
alice_and_bob	1.70808395157	0.7293876964	3	0	
np	1.20778434905	0.7293715169	1	0	
e_voting	1.70789534925	0.729226631	3	0	
american	1.20751663864	0.7290482163	1	0	
java	1.70764281441	0.7290109954	3	0	
prior_knowledge	1.47858261108	0.7287355126	2	0	
press	1.20703122271	0.7284621863	1	0	
finite_field_multiplication	2.09019431393	0.728152045	2	1	
atmega128	1.47796740049	0.7281292123	2	0	
federal	1.2066609271	0.7280152965	1	0	
cortex	0.853037826711	0.7276735338	0	0	
bell's	2.089371528	0.727578897	2	1	
secoqc	1.47726787425	0.7274401241	2	0	
security_mechanisms	1.2061016317	0.727340573	0	1	
status	1.20603779891	0.7272635862	1	0	
tate	1.7054856839	0.7271703545	3	0	
fiat	1.70521941873	0.7269433165	3	0	
vcs	1.20557452876	0.7267049722	1	0	
a5	1.20549977445	0.7266148531	1	0	
pkg	1.20540134677	0.7264962034	1	0	
earth	1.70424477784	0.7261125657	3	0	
esop	1.70422477708	0.7260955227	3	0	
pnss	0.851951216679	0.7258208756	0	0	
school	1.70368265413	0.7256336465	3	0	
neal	1.7034929424	0.7254720512	3	0	
qkd_network	2.08611722557	0.7253141798	2	1	
main_contribution	2.08602037967	0.7252468374	2	1	
wireless_sensor_nodes	2.08563858897	0.7249813873	2	1	
qualified_subsets_of_participants	0.851397240775	0.7248772616	0	0	
war	1.70260490649	0.7247158669	3	0	
special_case	2.40741591421	0.724456423	3	1	
symmetric_key_algorithms	2.4071763038	0.7243122197	3	1	
internal_state	2.0844357058	0.7241453686	2	1	
qualified_set	1.47348135149	0.7237157644	2	0	
braid_groups	2.40587878514	0.7235315911	3	1	
bell	1.70093515973	0.7232951044	3	0	
boolean	1.70014415989	0.7226225411	3	0	
computing_power	1.69992671371	0.722437708	3	0	
rsa	1.20172905515	0.722076361	1	0	
principles_of_quantum_mechanics	2.0813192671	0.7219816486	2	1	
substate_theorem	2.08126605911	0.7219447348	2	1	
main_results	2.08065452808	0.7215205442	2	1	
intelligence	1.6986923718	0.7213889435	3	0	
prog	1.20089470829	0.7210740502	1	0	
fields_gf	1.69795686918	0.7207643824	1	1	
dna_based	1.47011519549	0.720412896	2	0	
mi_security	2.07902817672	0.7203930266	2	1	
linkable_ring_signature	2.07856598154	0.7200727566	2	1	
protocol_execution	2.0780584012	0.7197211198	2	1	
ibe_scheme	2.07797770724	0.7196652253	2	1	
number_theory_and_algebra	2.07786781235	0.7195891076	2	1	
retrieval	1.19959518689	0.7195143062	1	0	
secret_key_agreement	2.07757983688	0.7193896631	2	1	
fpgas	1.469046934	0.7193662981	2	0	
security_and_performance	1.46889573769	0.7192182294	2	0	
times_faster	1.46886482506	0.7191879581	2	0	
richard	1.69592821452	0.7190431272	3	0	
society	1.69584179734	0.7189698504	3	0	
artificial	1.69533445809	0.7185397312	3	0	
encryption	1.69522110039	0.7184436448	3	0	
prevention	1.19860391247	0.7183256695	1	0	
mathematical_theory	2.39693075344	0.7181596296	3	1	
brazilian	1.19846225456	0.7181558878	1	0	
evolution	1.69466519608	0.7179725317	3	0	
cryptographically_strong	1.69419279257	0.7175723046	3	0	
main_result	1.19784653616	0.7174181621	0	1	
internet	1.69386390433	0.7172937316	3	0	
primality	1.69363636829	0.717101037	3	0	
adder	1.19758176088	0.717101037	1	0	
hilbert	1.69354200916	0.7170211342	3	0	
franklin	1.19704884036	0.7164629631	1	0	
communication_overhead	1.19645955335	0.7157577314	0	1	
pirates_2.0	1.46521940262	0.7156226326	2	0	
paper_discusses	1.19611356075	0.7153438251	0	1	
trace_distance	2.39147376118	0.7148933438	3	1	
transistor	1.69084591303	0.7147399754	3	0	
recursive	1.69081246411	0.7147116972	3	0	
special_purpose	2.07079394484	0.714697927	2	1	
heisenberg	1.69068372217	0.7146028621	3	0	
resettable	1.46366366147	0.7141037713	2	0	
depending	1.46334475675	0.7137926257	2	0	
chaos_based_cryptography	1.46331184534	0.7137605189	2	0	
vernam	1.46330994003	0.7137586602	2	0	
query_complexity	2.38924962664	0.7135642223	3	1	
weil	1.19452737181	0.713447821	1	0	
private_information	2.38841065213	0.7130631804	3	1	
shadow	1.68875116308	0.7129701227	3	0	
vc_schemes	1.19387873128	0.7126732125	0	1	
security_analysis	2.38753911214	0.7125428765	3	1	
montgomery	1.19369070165	0.7124487456	1	0	
asymmetric_encryption	2.38707707006	0.7122671173	3	1	
previous_research	2.06711903837	0.7121635198	2	1	
geometry	1.68776068434	0.7121340319	3	0	
fpga	1.68761253171	0.7120090143	3	0	
shortest_vector	2.06672865345	0.7118945545	2	1	
bit	1.68745962121	0.7118799933	3	0	
legitimate_parties	2.06654978522	0.7117713358	2	1	
resettable_zero_knowledge	2.06631036101	0.711606418	2	1	
messaging	1.68669205796	0.7112325246	3	0	
shared_random	1.46060317044	0.7111205405	2	0	
shared_key	1.68648205944	0.7110554342	3	0	
hall	1.68631616466	0.7109155518	3	0	
takes_place	1.4603421597	0.7108664078	2	0	
van	1.68623234212	0.7108448779	3	0	
random_bit	2.06508172904	0.7107604246	2	1	
hardness_assumption	2.06488726961	0.7106265727	2	1	
black_box_techniques	2.06484874235	0.7106000548	2	1	
cosine	1.68576455865	0.7104505368	3	0	
tensor	1.68564692827	0.7103513917	3	0	
wireless_sensor	2.06446676859	0.7103371731	2	1	
gf	1.19185057813	0.7102539003	1	0	
diffie	1.6851537963	0.7099358293	3	0	
sciences	1.68407972388	0.7090311291	3	0	
results_obtained	1.45801640022	0.7086039411	2	0	
self_testing	1.45800089362	0.7085888686	2	0	
fast_correlation	2.06188818184	0.7085638124	2	1	
dot	1.19041512692	0.7085440872	1	0	
non_adjacent	1.6835001327	0.7085431742	1	1	
sensor_network_security	2.06183117039	0.7085246292	2	1	
image	1.68301957457	0.7081387221	3	0	
journal	1.68264633301	0.7078246705	3	0	
intel	1.68230079867	0.7075339943	3	0	
correlation_attack	2.37879657323	0.7073341421	3	1	
quantum_signature_scheme	2.05994849683	0.7072313016	2	1	
parity	1.18909201183	0.7069699063	1	0	
patient	1.68151788215	0.706875597	3	0	
author's	2.05940057444	0.706855121	2	1	
ultimate	1.18899547602	0.706855121	1	0	
storage_model	2.37786815244	0.7067821188	3	1	
qkd	1.456135113	0.7067764891	2	0	
shor's	2.05910508843	0.7066522942	2	1	
chinese	1.18878638737	0.7066065374	1	0	
retaining	1.45596003111	0.7066065374	2	0	
160_bit	1.4558932863	0.7065417537	2	0	
image_encryption	2.0586547049	0.706343199	2	1	
noisy_channels	2.05864244535	0.7063347863	2	1	
basics	1.18843258353	0.7061860028	1	0	
dissemination	1.68054735726	0.706059855	3	0	
electronics	1.45539563374	0.7060588169	2	0	
sum	1.1879720825	0.7056388344	1	0	
bb84	0.839921653013	0.7054683832	0	0	
modular_reduction	2.05733425631	0.7054373737	2	1	
isomorphism	1.67955113039	0.7052229999	3	0	
automation	1.67951661451	0.7051940146	3	0	
authentication	1.67948012456	0.7051633722	3	0	
exchange_of_information	1.67946163219	0.7051478435	3	0	
european	1.18751103237	0.705091226	1	0	
increasingly_popular	1.45416191884	0.7048622954	2	0	
stability	1.1871448284	0.7046564218	1	0	
computational_assumptions	1.18704995539	0.7045437983	0	1	
heterogeneous	1.67867503907	0.7044874717	3	0	
three_stage_quantum	2.05570768661	0.7043223488	2	1	
dna_based_cryptography	1.45358218911	0.7043003935	2	0	
twisted	1.18671859815	0.7041505156	1	0	
key_escrow_problem	2.05515709691	0.7039451155	2	1	
elliptic_curve_cryptography_based	2.05451332967	0.7035041703	2	1	
factoring_large_integers	1.18615275972	0.7034791847	0	1	
significant_advantage	2.05434269619	0.7033873189	2	1	
si	1.18582494728	0.7030904028	1	0	
recently_proposed	1.4519882734	0.7027566487	2	0	
classical_randomness	2.05272735179	0.7022815968	2	1	
gaussian	1.67549334335	0.7018194859	3	0	
steganography_and_cryptography	1.45063756721	0.7014497838	2	0	
theoretical_computer_science	2.36859753407	0.7012817848	3	1	
ecc	1.18425783172	0.701233306	1	0	
primality_testing	1.67450154446	0.7009888556	3	0	
xor	1.67428852842	0.7008105191	3	0	
remains_secure	1.44931759056	0.7001738261	2	0	
singular	1.18330191067	0.7001017059	1	0	
cryptographic_functions	1.18309432752	0.6998560939	0	1	
