Phrase	Combined Score	Phrase Quality Score	Wiki Linking Score	NP Count Score	
elliptic_curve_cryptosystem	2.22465303951	0.8248468577	2	1	
proxy_cryptography	2.22447023837	0.8247113069	2	1	
optical_networks	2.2240563911	0.8244044718	2	1	
cryptosys_tems	1.28398584346	0.8243098231	0	1	
sensitive_data	2.56742544336	0.8239591759	3	1	
cryptosys_tem	1.283596372	0.8238098231	0	1	
authen_tication	1.28320678232	0.8233098231	0	1	
average_case	2.56584608969	0.8229457695	3	1	
physical_attacks	2.22190478189	0.8228101433	2	1	
formal_methods	2.56563428493	0.8228099105	3	1	
image_captcha	1.28219530642	0.8220124019	0	1	
el_liptic	1.2821591735	0.8219660731	0	1	
secure_function_evaluation	2.22056075634	0.8218150121	2	1	
multi_party_computation	1.28198327782	0.8217405623	0	1	
adaptive_chosen	1.57010028552	0.8217383022	2	0	
linear_array	1.81286271946	0.8216178099	1	1	
distributed_computing	1.81274414069	0.8215103299	3	0	
secure_multi_party_computation	2.21966380103	0.8211512316	2	1	
key_insulated	1.56944245893	0.8210498773	2	0	
random_bits	2.21943544457	0.8209822821	2	1	
pair_wise	1.28132057363	0.8208912062	0	1	
research_interests_include	1.28098445869	0.8204605917	0	1	
device_independent	1.81138184257	0.8202760449	3	0	
mixed_states	1.56869793689	0.8202710724	2	0	
~_prog	1.81117796376	0.8200914041	1	1	
authentication_server	2.5610410249	0.8198663914	3	1	
elliptical_curve_cryptography	2.56065271476	0.8196177907	3	1	
semantically_secure	1.81064657225	0.8196102524	3	0	
key_material	2.21739036753	0.819470007	2	1	
recent_progress	2.21725812192	0.8193722632	2	1	
color_image	2.55930924728	0.8187579779	3	1	
secret_communication	2.21632185027	0.818680424	2	1	
trusted_computing	1.80932375721	0.8184131146	3	0	
domain_specific	1.56679872629	0.8182860829	2	0	
algebraic_groups	2.55809463938	0.817981023	3	1	
quantum_secret_sharing	1.5663965902	0.8178660926	2	0	
entangled_photons	1.56637832135	0.8178470152	2	0	
software_protection	2.55767522927	0.8177128223	3	1	
reverse_engineering	2.55757970308	0.8176517422	3	1	
trusted_intermediaries	1.56609825927	0.8175545859	2	0	
threshold_cryptosystems	2.21441415788	0.8172716771	2	1	
xor_based	1.56534190444	0.8167650926	2	0	
cache_timing_attacks	2.2136689144	0.8167216771	2	1	
density_matrices	2.55565652763	0.8164225359	3	1	
anonymous_communication	2.2130586145	0.8162714052	2	1	
position_verification	2.21270667265	0.8160118032	2	1	
visual_quality	2.21253744294	0.8158869894	2	1	
input_locality	2.21206922016	0.8155417058	2	1	
cryptographic_algorithm	2.55365768137	0.8151459442	3	1	
kak's_three_stage	2.21112429868	0.8148451107	2	1	
adaptively_secure	0.9026654229	0.8148048657	0	0	
search_algorithm	2.55305108872	0.8147587327	3	1	
finding_minimal_esct	1.27648485545	0.8147067931	0	1	
cryptographic_operations	2.21073048059	0.8145548763	2	1	
attribute_based	1.56322036556	0.8145526371	2	0	
quantum_secure_direct_communication	2.21051273043	0.8143944219	2	1	
authenticated_key_agreement	2.21016387922	0.8141373955	2	1	
extended_visual_cryptography_scheme	2.20978192105	0.8138560231	2	1	
data_encryption_standard	2.55061706134	0.8132059242	3	1	
host_image	2.20851095202	0.8129201042	2	1	
physical_layer	2.55005355928	0.8128466444	3	1	
encryption_technique	2.20821501643	0.8127022598	2	1	
absolutely_secure	0.901061671863	0.8119121365	0	0	
cheating_probability	1.56033427005	0.8115476781	2	0	
application_specific	1.55967767574	0.8108648174	2	0	
halftone_images	2.2054524076	0.8106700537	2	1	
dna_computing	1.80066468083	0.8105983232	3	0	
half_toned	1.55929327857	0.8104651762	2	0	
multi_hop	2.20502578407	0.8103564514	2	1	
mathematical_background	2.2049461822	0.8102979444	2	1	
lower_bound	1.79971874536	0.8097468906	3	0	
qc_ldpc_codes	1.27244253827	0.8095550066	0	1	
data_integrity	2.54458507659	0.8093641515	3	1	
hard_problems	2.20363883361	0.8093373515	2	1	
quantum_technologies	2.20343267943	0.8091859288	2	1	
modern_cryptography	2.20325795743	0.8090576045	2	1	
sharing_scheme	1.55790939233	0.8090272249	2	0	
security_proof	2.5439812037	0.8089800456	3	1	
hardware_implementations	2.20310016277	0.8089417212	2	1	
communication_cost	1.27189320306	0.80885616	0	1	
energy_efficiency	1.79864363007	0.808779727	1	1	
additional_hardware	2.20249604781	0.8084981401	2	1	
statistically_secure	0.899057077721	0.808303629	0	0	
security_levels	2.20141169157	0.8077022393	2	1	
unconditionally_secure_quantum_bit_commitment	1.270913467	0.8076105203	0	1	
image_quality	2.541121369	0.8071622265	3	1	
binary_finite_fields_gf	2.20062262194	0.8071233207	2	1	
binary_fields	2.19951527101	0.8063112379	2	1	
end_user	2.53969577658	0.8062568297	3	1	
secure_multicast	1.79582207493	0.8062442312	3	0	
binary_operation	2.53960142794	0.8061969266	3	1	
processor_core	2.53871100679	0.805631697	3	1	
bent_functions	1.55460575858	0.8055996882	2	0	
grover's_algorithm	2.53843595499	0.8054571372	3	1	
key_recovery	2.5382919145	0.8053657304	3	1	
double_base	2.53828431867	0.8053609103	3	1	
multi_application_smart_cards	2.19789196327	0.8051215137	2	1	
certificateless_cryptography	2.5379066878	0.8051212945	3	1	
error_control	1.79456083954	0.8051121517	3	0	
abelian_groups	2.53781468654	0.8050629229	3	1	
password_authentication	1.2683046787	0.804298379	0	1	
programming_language	1.55324438618	0.8041893744	2	0	
elliptic_curve_cryptosystems	1.26804199891	0.8039652555	0	1	
linear_algebra	1.26770425471	0.8035370387	0	1	
quantum_systems	2.53522184213	0.8034187236	3	1	
quantum_key_distribution_protocols	2.19524701722	0.8031849111	2	1	
anonymous_oblivious_transfer	2.19522641976	0.803169839	2	1	
information_flow	2.53464230281	0.8030514504	3	1	
random_oracle_model	2.53371369306	0.8024631348	3	1	
chaotic_synchronization	2.19421529965	0.8024301302	2	1	
multiparty_computation	2.19399499165	0.8022690039	2	1	
integrating_quantum_cryptography	2.19383824499	0.8021543742	2	1	
morley_rank	2.53298074781	0.8019989336	3	1	
source_code	2.53296712178	0.801990305	3	1	
fpga_based	1.5510827093	0.8019525237	2	0	
mds_matrices	1.26636787483	0.8018437972	0	1	
encrypted_message	1.55086445085	0.8017268483	2	0	
partial_knowledge	2.19287248781	0.8014482913	2	1	
trusted_center	1.55012623018	0.8009637765	2	0	
quantum_oblivious_transfer	2.19211578029	0.8008952657	2	1	
public_key_infrastructures	2.19186062591	0.8007088339	2	1	
continuous_variable	1.78922653557	0.8003328989	3	0	
block_encryption	2.19126864391	0.8002763783	2	1	
research_areas	2.19059146739	0.7997818295	2	1	
confidential_information	2.52915379113	0.7995773624	3	1	
general_purpose	1.78825978862	0.7994682679	1	1	
shortest_vector_problem	2.52894969392	0.7994483193	3	1	
torus_based_cryptography	1.78817553903	0.7993929396	3	0	
timed_release_cryptography	2.18992740934	0.7992970097	2	1	
probing_rate	0.894004547472	0.7992441309	0	0	
real_life	2.52851275702	0.7991720953	3	1	
multiple_precision	2.18968322134	0.7991187683	2	1	
curve_based_cryptography	1.54826963999	0.7990462927	2	0	
custom_instructions	2.18949425421	0.7989808482	2	1	
transport_layer	2.52803594611	0.7988707181	3	1	
resource_constrained	1.54789351766	0.798658114	2	0	
chaotic_map	2.52751984459	0.7985445706	3	1	
information_hiding	1.78697610572	0.7983209006	3	0	
brute_force_attack	2.52693226945	0.7981733368	3	1	
pseudorandom_bit	1.26340662924	0.7980981554	0	1	
stage_quantum_cryptography_protocol	1.26338583932	0.7980718895	0	1	
post_quantum_cryptosystems	1.26332886384	0.7979999091	0	1	
desirable_properties	2.18813329347	0.797987885	2	1	
security_level	2.52660669405	0.7979676733	3	1	
random_oracle	2.52632575223	0.7977902258	3	1	
long_term	2.18784131417	0.797774936	2	1	
nonce_based	0.893061720152	0.797559236	0	0	
trusted_third_party	1.78586240926	0.7973261362	3	0	
dedicated_hardware	1.54640538091	0.7971232007	2	0	
master_key	1.78522487614	0.7967569646	1	1	
low_power_cmos	2.18636413431	0.7966980213	2	1	
continual_leakage	1.2622401632	0.7966251148	0	1	
efficient_arithmetic	2.18589378786	0.7963552753	2	1	
input_output	2.52393051061	0.7962781528	3	1	
research_group	2.52385198837	0.7962286074	3	1	
quantum_money	2.52350793904	0.7960115398	3	1	
elliptic_curve_digital_signature_algorithm	2.52330958576	0.7958864082	3	1	
number_theoretic_problems	2.18493804182	0.7956590411	2	1	
quantum_resistant	1.54485536294	0.7955260308	2	0	
group_theory	2.52233062512	0.7952689728	3	1	
public_discussion	2.52178536501	0.7949251784	3	1	
hardness_assumptions	2.18348811941	0.7946033946	2	1	
error_free	1.54390729427	0.7945499111	2	0	
np_hard	1.78274129172	0.7945416283	3	0	
zero_knowledge_proofs	2.52013009283	0.7938819606	3	1	
exhaustive_key_search	2.51985354543	0.7937077363	3	1	
interactive_proof_systems	2.51982506345	0.7936897938	3	1	
secure_channel_protocol	2.18218379194	0.7936543503	2	1	
rsa_tc	2.18199315888	0.7935156909	2	1	
big_mac	2.51877392411	0.7930277601	3	1	
threshold_visual_cryptography_scheme	2.18092025576	0.792735527	2	1	
pseudorandom_generator	2.51795802396	0.7925140763	3	1	
audio_file	2.51730067795	0.7921003379	3	1	
key_length	2.51704943646	0.7919422332	3	1	
digit_sets	1.54105508383	0.7916169238	2	0	
learning_with_errors	1.77945012821	0.7916106897	3	0	
transmitted_message	1.54076175361	0.7913155938	2	0	
fingerprint_image	2.17896162683	0.7913122952	2	1	
integer_arithmetic	2.17881387424	0.7912049831	2	1	
black_box_access	1.77895519618	0.7911703975	1	1	
dos_attacks	2.17875446974	0.7911618399	2	1	
entangled_states	0.889401625589	0.7910352516	0	0	
building_block	2.5154879797	0.790959972	3	1	
binary_images	1.2576402088	0.7908294474	0	1	
black_and_white	1.77829411774	0.7905824923	3	0	
security_proofs	2.17774294433	0.7904273886	2	1	
source_coding	1.77775736128	0.7901053089	3	0	
shor's_algorithm	2.51388202412	0.7899503539	3	1	
communication_channels	2.1770144762	0.7898986716	2	1	
universal_hashing	1.77752401435	0.7898979054	3	0	
random_number	2.17681172668	0.7897515489	2	1	
entangled_state	1.77735906997	0.7897513159	3	0	
key_exposure	2.17670644562	0.7896751584	2	1	
dynamic_key	2.17670220977	0.789672085	2	1	
image_based_authentication	1.53901605265	0.7895234701	2	0	
cover_images	1.53895984743	0.789465804	2	0	
classical_computers	2.17598963582	0.7891551492	2	1	
pure_state	2.51252294366	0.7890964428	3	1	
policy_based	1.77647878603	0.7889692193	3	0	
rsa_encryption	2.51140395429	0.7883937277	3	1	
reversible_full_adder	1.2556480303	0.788325988	0	1	
direct_communication	2.17467259646	0.7882001503	2	1	
polynomial_equations	2.51103500031	0.7881620966	3	1	
hardware_accelerators	2.51064966317	0.7879202164	3	1	
crypto_systems	2.17356547037	0.787397809	2	1	
supply_chain	1.77458469744	0.7872877121	3	0	
recent_advances	2.17311822568	0.7870738038	2	1	
multimedia_content	2.17214529114	0.7863691943	2	1	
quantum_channels	2.17193920799	0.7862199872	2	1	
free_space_quantum	2.17150460911	0.7859053779	2	1	
perfect_secrecy	2.50739497583	0.7858786956	3	1	
halftone_shares	1.25369088646	0.7858704194	0	1	
random_sources	2.1713964066	0.7858270591	2	1	
content_protection	2.50665818412	0.7854169065	3	1	
area_networks	2.17078266038	0.7853828931	2	1	
security_requirements	2.17050830199	0.7851843815	2	1	
data_confidentiality	2.50607661048	0.7850524972	3	1	
extended_vc	1.53410358252	0.7844912673	2	0	
theoretical_basis	2.16926793241	0.7842872271	2	1	
signed_digit	1.53390241932	0.784285544	2	0	
encryption_decryption	1.25233969465	0.7841773554	0	1	
cover_image	0.885510243588	0.7841283915	0	0	
quantum_immune	1.25216334573	0.7839565222	0	1	
residue_number	1.77067577947	0.783823179	1	1	
exposure_resilient	1.25118433286	0.7827311174	0	1	
session_keys	2.16674483412	0.7824638627	2	1	
computational_problems	2.50180554368	0.7823788723	3	1	
encrypted_messages	0.884505376241	0.7823497606	0	0	
intended_recipient	0.884193038878	0.78179733	0	0	
stego_image	1.24994498127	0.7811812281	0	1	
platform_independent	1.76687995246	0.7804661916	3	0	
international_conference	2.16327812817	0.7799620433	2	1	
key_management_schemes	1.24875330134	0.7796924038	0	1	
honest_parties	2.16288055939	0.7796753857	2	1	
area_consumption	2.16259554665	0.7794699164	2	1	
key_updates	1.24855312198	0.7794424492	0	1	
wireless_devices	2.49704792041	0.7794060396	3	1	
web_services	2.49698047585	0.7793639371	3	1	
basis_representation	2.16190536296	0.7789724664	2	1	
mathematical_problems	2.49609520892	0.7788114115	3	1	
shannon_entropy	2.49599140575	0.7787466372	3	1	
threshold_vcs	2.16154385119	0.7787119701	2	1	
experimental_results	2.16143601404	0.7786342738	2	1	
conjugate_code	2.16122473112	0.7784820564	2	1	
diffie_hellman_problem	2.16116822048	0.7784413462	2	1	
computational_resources	2.49535862898	0.7783518359	3	1	
quantum_information_technology	2.16094864585	0.778283175	2	1	
smaller_key_size	2.16085563303	0.7782161778	2	1	
detect_unauthorized	0.882125879396	0.7781460671	0	0	
anonymous_communications	2.16072125097	0.7781193874	2	1	
point_to_point	1.24710937684	0.7776408989	1	0	
ca_rules	2.16000384305	0.777602767	2	1	
quantum_error_correcting_codes	0.881760742492	0.777502007	0	0	
cryptographic_applications	2.15961553134	0.7773232072	2	1	
uc_secure	1.5270056663	0.7772487683	2	0	
computing_resources	1.52659854418	0.7768343717	2	0	
key_agreement_protocols	2.15867146838	0.7766437514	2	1	
chaos_based_cryptosystem	1.52611811823	0.7763455036	2	0	
previously_proposed	1.52536024984	0.7755746306	2	0	
unauthorized_access	1.5251958031	0.7754074126	2	0	
exposure_resilient_cryptography	1.24529499276	0.7753798095	0	1	
position_based_quantum_cryptography	2.15687517261	0.7753517517	2	1	
algorithmic_number_theory	2.48998629811	0.7750039706	3	1	
extensively_studied	0.880258631994	0.7748552592	0	0	
ssl	1.24471491788	0.7746576134	1	0	
secret_key_cryptography	2.15573069329	0.774529137	2	1	
hybrid_model	1.24458065926	0.7744905087	0	1	
set_membership	1.76002618981	0.7744230472	3	0	
tls	1.2443508322	0.7742044968	1	0	
authenticated_key_agreement_protocol	2.15475811422	0.7738304218	2	1	
multi_qubit	2.15457151374	0.7736964013	2	1	
multivariate_schemes	1.24394006174	0.7736934386	0	1	
information_technology	2.48758242718	0.7735082915	3	1	
code_obfuscation	2.48718690781	0.7732623393	3	1	
shadow_images_called_shares	1.24348339683	0.7731254791	0	1	
ssl_tls_based	2.1532170134	0.7727239178	2	1	
e_commerce	2.48586546474	0.7724408886	3	1	
polarization_entangled	1.52226197755	0.7724271761	2	0	
constrained_environments	0.878875333822	0.7724218524	0	0	
secret_pixels	2.15277868217	0.7724093424	2	1	
computational_cost	2.48581295049	0.7724082531	3	1	
randomly_chosen	0.87883706994	0.7723545955	0	0	
reversible_gates	1.24268485168	0.7721328203	0	1	
key_stream	2.48477530075	0.7717635369	3	1	
quantum_communication_complexity	2.48466481039	0.7716949025	3	1	
quantum_capacity	2.48401320158	0.7712901982	3	1	
public_key_algorithms	2.15075423756	0.7709572984	2	1	
lattice_reduction	2.48317656545	0.7707707319	3	1	
software_implementations	1.75585834691	0.7707596336	1	1	
composite_number	2.48295287092	0.7706318699	3	1	
computational_models	2.48269572022	0.7704722549	3	1	
smaller_key_sizes	2.15000958342	0.7704235348	2	1	
shared_secret	1.75514584613	0.7701342353	3	0	
distributed_pkg	1.51988653889	0.7700183637	2	0	
authorized_sets	1.51975069442	0.7698807244	2	0	
binary_finite_fields	2.14898825199	0.7696917512	2	1	
information_theoretic_security	2.4812348221	0.7695657803	3	1	
passive_eavesdropper	2.1485419812	0.7693721075	2	1	
simulation_results	2.14786575782	0.7688878856	2	1	
constant_noise	2.14781666913	0.7688527407	2	1	
security_services	1.75336149872	0.7685691363	1	1	
statistical_properties	2.14695635107	0.7682369289	2	1	
random_source	2.1467527404	0.7680912214	2	1	
input_bits	1.23941995328	0.7680809103	0	1	
lightweight_implementations	2.14649894801	0.7679096223	2	1	
master_share	1.23910999375	0.7676967883	0	1	
briefly_discuss	0.875937582708	0.7672666488	0	0	
neural_cryptography	2.47735874043	0.7671632911	3	1	
limited_resources	0.875829429227	0.7670771891	0	0	
certificateless_encryption	2.14527700086	0.7670355684	2	1	
quantum_authentication_protocol	2.14497273032	0.7668180023	2	1	
algebraic_structure	2.47647903282	0.76661855	3	1	
ecdsa_signature	1.23794393823	0.7662525971	0	1	
recovered_image	1.51607823561	0.7661644055	2	0	
share_images	2.14399017642	0.7661156461	2	1	
patient_data	2.14382410538	0.7659969658	2	1	
multi_pixel	2.14380191282	0.7659811069	2	1	
multivariate_cryptography	2.47543225995	0.7659706092	3	1	
symmetric_ciphers	2.14318048003	0.765537095	2	1	
dna	1.74953606342	0.7652191093	3	0	
computational_model	2.47415870889	0.7651826646	3	1	
large_numbers	2.47408188611	0.7651351474	3	1	
medical_data	2.1424843717	0.7650398805	2	1	
integer_multiplication	2.47372397652	0.764913789	3	1	
weight_vectors	2.14230634434	0.7649127455	2	1	
random_shares	1.23677806287	0.7648099884	0	1	
human_visual_system	2.47338421067	0.7647036817	3	1	
certificate_based	1.51428590339	0.7643539324	2	0	
lattice_based_signature_scheme	2.14135015451	0.7642300807	2	1	
braid_based	0.874015637389	0.7639033344	0	0	
programmable_gate_array	2.47204134318	0.7638735503	3	1	
qc	1.7479055899	0.7637934878	3	0	
quantum_effects	1.74765224561	0.7635720929	3	0	
fundamental_limits	1.23576979669	0.7635634952	0	1	
higher_level	1.74708163186	0.7630735571	3	0	
supersingular_elliptic_curves	2.13972160283	0.7630680896	2	1	
threshold_schemes	2.13959543171	0.7629781019	2	1	
diffie_hellman_key_exchange	2.13959237436	0.7629759214	2	1	
hidden_message	1.74694659426	0.7629556008	3	0	
optical_elements	1.23523445321	0.7629020772	0	1	
hardware_architectures	2.1388032305	0.7624132098	2	1	
lattice_based_cryptosystems	1.51159822499	0.7616430646	2	0	
mac	1.234019177	0.7614016646	1	0	
practical_importance	2.13702696464	0.7611473746	2	1	
cryptographic_software	2.46760338061	0.7611333055	3	1	
composite_field	2.46752213169	0.7610831838	3	1	
untrusted_quantum	1.51090602438	0.7609456715	2	0	
image_watermarking	1.74463828113	0.760940683	3	0	
visual_secret_sharing_scheme	1.51023385937	0.76026877	2	0	
cache_timing	1.2330751162	0.7602371211	0	1	
quantum_storage	1.23299747145	0.7601413823	0	1	
completely_insecure	0.8716485563	0.7597712057	0	0	
hard_core	1.74300938001	0.7595204247	1	1	
manet	1.74278696449	0.7593266009	3	0	
ca	1.23223912558	0.7592066313	1	0	
national_security	2.46444267014	0.7591847093	3	1	
entanglement_concentration	2.4642300055	0.75905369	3	1	
legitimate_users	2.13395144293	0.7589581268	2	1	
computing_discrete_logarithms	2.13386151448	0.7588941605	2	1	
generic_constructions	1.2315010065	0.7582973645	0	1	
random_sequences	2.13295306713	0.7582481311	2	1	
position_based_cryptography	1.50820403242	0.7582264678	2	0	
fully_homomorphic	1.50814880645	0.7581709408	2	0	
mixed_state	1.23137325211	0.758140043	1	0	
sensor_motes	1.23128847359	0.7580356526	0	1	
generic_construction	1.2312369499	0.7579722134	0	1	
high_end	2.46224458476	0.7578310494	3	1	
secret_message	2.46202062412	0.7576931942	3	1	
pairing_based	1.50764669863	0.7576661893	2	0	
gsm	1.74070473131	0.7575132404	3	0	
random_codes	2.13183564915	0.7574538725	2	1	
wireless_channel	2.46140611765	0.7573150095	3	1	
signature_generation	2.13163517052	0.7573114167	2	1	
temporary_storage	2.13163320541	0.7573100204	2	1	
processing_units	2.13113872998	0.7569587144	2	1	
stateless_tokens	1.23040035582	0.7569425178	0	1	
result_shows	1.23013993237	0.7566221266	0	1	
existing_solutions	1.50659667742	0.7566111828	2	0	
nc	1.23009162399	0.7565627017	1	0	
cca_secure	0.869757697925	0.7564784531	0	0	
legitimate_user	2.13045308575	0.7564717251	2	1	
third_edition_solutions_manual	1.22986797446	0.7562876173	0	1	
signature_verification	2.12957286295	0.7558467631	2	1	
large_integers	1.22943407143	0.755754068	0	1	
chaos_based	0.869298839698	0.7556804727	0	0	
end_to_end	1.22928492377	0.7555707119	1	0	
diffie_hellman_key_exchange_protocol	2.12880527578	0.7553019837	2	1	
institute	1.73807953581	0.7552301182	3	0	
previous_constructions	2.12846199571	0.7550584112	2	1	
ibe	1.22875397668	0.7549181676	1	0	
enigma	1.50486948534	0.7548773893	2	0	
acns	1.22871329609	0.754868182	1	0	
elliptic_curve_discrete_logarithm	2.12778113033	0.7545754231	2	1	
umts	1.73690464045	0.7542094325	3	0	
closely_related	1.5041637718	0.7541695508	2	0	
increasingly_important	1.50411906643	0.754124722	2	0	
field_inversion	2.12673488432	0.7538335447	2	1	
coin_flipping_protocol	1.50380174624	0.753806564	2	0	
polarized_photons	0.86817116158	0.7537211658	0	0	
qr	1.22745237105	0.7533196616	1	0	
ghz	1.22705823978	0.7528359619	1	0	
cmos_technology	2.12523563635	0.752771085	2	1	
implementation_results	2.12501548959	0.7526151385	2	1	
simple_groups	2.45369268524	0.7525759742	3	1	
public_key_encryption_schemes	1.22676410512	0.7524750848	0	1	
code_based_cryptography	1.5023708258	0.7523726994	2	0	
secure_two_party_computation	2.12440688278	0.7521841006	2	1	
ip	1.22645922256	0.7521011123	1	0	
rsa_cryptosystem	2.12410817493	0.7519725898	2	1	
body_sensor	2.12377693589	0.7517380789	2	1	
hardware_architecture	2.45226391842	0.7516997907	3	1	
gate_array	2.4522514566	0.7516921508	3	1	
public_key_encryption_scheme	2.12357923036	0.7515981246	2	1	
mceliece	1.50148717527	0.7514879125	2	0	
qualiied_set	0.866836862449	0.7514061461	0	0	
communicating_parties	0.866826869277	0.7513888213	0	0	
mutual_learning	2.12326267894	0.7513740673	2	1	
tc	1.2257422663	0.7512220517	1	0	
uc	1.22565728391	0.7511178888	1	0	
captcha	1.73242654748	0.7503254356	3	0	
dos	1.500225858	0.750225875	2	0	
trojan	1.22453222391	0.7497395837	1	0	
mds	0.86586886357	0.7497288889	0	0	
chosen_ciphertext	1.73151967196	0.7495400936	3	0	
ieee	1.49945436266	0.7494544619	2	0	
third_party_authentication_quantum_key_distribute	1.22407999681	0.7491859193	0	1	
esct	1.22403492573	0.7491307497	1	0	
dishonest_party	2.11983256697	0.748948352	2	1	
card_technology	2.11946424075	0.7486881113	2	1	
ibm	1.73026698067	0.7484559561	3	0	
trust_relationships	2.11893604189	0.7483149916	2	1	
fourier	1.22315438772	0.7480533281	1	0	
quantum_adversaries	2.11844826786	0.7479705106	2	1	
linux	1.72969871527	0.7479644114	3	0	
uncertainty_relation	2.44594479431	0.7478307421	3	1	
field_multiplications	2.11818635469	0.7477855722	2	1	
field_programmable	1.49772193053	0.7477236604	2	0	
byzantine	1.72939140312	0.7476986563	3	0	
eurocrypt	1.72939140312	0.7476986563	3	0	
microsoft	1.72891796219	0.74728933	3	0	
ultra_low	1.49697064921	0.7469737082	2	0	
elliptic_curve_diffie_hellman	2.11689567357	0.7468745488	2	1	
data_path	2.11685140938	0.7468433149	2	1	
home	1.72836965953	0.74681542	3	0	
cryptographic_mechanisms	2.11670768946	0.7467419071	2	1	
forward_secure	1.49652551448	0.7465295385	2	0	
uniform_distribution	1.72802789723	0.7465201034	1	1	
xilinx	1.72775252892	0.7462822003	3	0	
low_end	1.72774194092	0.7462730536	3	0	
network_security_protocols	2.11571160029	0.7460392626	2	1	
initialization_phase	2.1154822853	0.7458775499	2	1	
sybil	1.49574705542	0.7457530846	2	0	
perfect_security	2.44250856064	0.7457310086	3	1	
honest_players	1.72696180896	0.7455992724	1	1	
superposition_states	1.72686225809	0.7455133146	1	1	
united	1.22093859723	0.7453455291	1	0	
ecdsa	1.49529892159	0.7453062883	2	0	
field_programmable_gate	2.11434362666	0.7450748286	2	1	
steganography_and_visual_cryptography	2.11406078323	0.7448754992	2	1	
elliptical_curve	2.44102125021	0.744823093	3	1	
javascript	1.72592815482	0.7447069989	3	0	
el_liptic_curve	1.22029992944	0.7445659589	0	1	
malicious_attacks	2.11360545599	0.7445546706	2	1	
computational_security	2.44056834102	0.7445467284	3	1	
association	1.22020206212	0.7444465362	1	0	
interactive_proof	1.72546070393	0.7443036602	1	1	
collision_resistant	0.862517273682	0.7439360474	0	0	
ring_signature_scheme	2.11226960879	0.7436138167	2	1	
chaotic_systems	2.43896148047	0.7435666379	3	1	
cl	1.21917257548	0.7431908844	1	0	
code_size	2.11165386269	0.7431803393	2	1	
cryptographic_constructions	1.21897650035	0.7429518542	0	1	
initial_conditions	2.43757624931	0.7427222464	3	1	
classical_and_quantum	1.49237187641	0.7423912725	2	0	
plane_text	1.2182694871	0.7420902716	0	1	
inversion_algorithm	2.11007645459	0.7420704407	2	1	
ind	1.21820677448	0.7420138727	1	0	
privacy_and_security	1.49177336513	0.7417959243	2	0	
chaotic_cryptography	2.10950732931	0.7416701954	2	1	
kerberos	1.21787502594	0.7416097894	1	0	
called_shares	0.861076758832	0.7414531846	0	0	
key_establishment_protocols	1.21758461965	0.741256153	0	1	
mutual_information	2.43488669092	0.7410841497	3	1	
bilinear_groups	1.21733487817	0.7409521028	0	1	
vc	1.21727512207	0.7408793614	1	0	
secret_binary_image	2.10827903623	0.7408067491	2	1	
cca	1.21687751109	0.7403954385	1	0	
transmitter	1.72092400971	0.7403948618	3	0	
naor	1.72089389783	0.7403689519	3	0	
photon_pairs	2.10755152321	0.7402955705	2	1	
ntru	1.49013618861	0.7401686202	2	0	
undergraduate_students	2.43317812172	0.7400444715	3	1	
yao	1.2165652165	0.740015463	1	0	
rainbow	1.72026029902	0.7398238741	3	0	
rfid	1.72016408648	0.7397411211	3	0	
dns	1.72014623367	0.7397257663	3	0	
cmos	1.71993077314	0.7395404661	3	0	
grover's	2.10609996771	0.739276179	2	1	
sufficiently_large	1.7195277896	0.7391939548	3	0	
cryptography_and_steganography	1.48882866714	0.7388702667	2	0	
quantum_cryptographic_protocols	2.10532336238	0.7387310767	2	1	
small_fraction	2.10522670774	0.7386632485	2	1	
memory_attacks	1.21542548229	0.7386295515	0	1	
nizk	1.48858583649	0.7386292642	2	0	
error_rate	1.21534107353	0.7385269625	1	0	
number_theoretic_methods_in_cryptography_complexity	2.57810524902	0.738514075	2	2	
bit_string	2.43028566667	0.7382860527	3	1	
tamper_proof	2.43009662985	0.7381712038	3	1	
uncertainty_principle	2.42972850796	0.7379475778	3	1	
brassard	1.71786595286	0.737765858	3	0	
yang	1.21471375995	0.7377647593	1	0	
shared_keys	0.858598693279	0.7371917161	0	0	
side_channel_attacks	1.21423681117	0.7371855168	0	1	
reconstructed_image	0.858518296835	0.737053666	0	0	
security_and_privacy	0.85849615765	0.7370156527	0	0	
8_bit_atmega128	1.2140670227	0.7369793678	0	1	
decision_making	1.71677682743	0.7368306688	3	0	
arm	1.71668682921	0.7367534174	3	0	
turing	1.71657877652	0.736660674	3	0	
open_question	1.71649399009	0.7365879045	1	1	
composable_security	2.10201835534	0.7364135277	2	1	
zero_knowledge	2.10162398821	0.7361372313	2	1	
elliptic_curve_discrete_logarithm_problem	2.4264850356	0.7359787035	3	1	
secret_pixel	2.10134472731	0.7359416105	2	1	
secure_multi_party	2.10127000911	0.7358892752	2	1	
1024_bit_rsa	2.10124829413	0.7358740656	2	1	
euclidean	1.21312429033	0.7358352719	1	0	
dense_coding	1.48572730008	0.7357952034	2	0	
bound_entangled	1.48571290736	0.7357809477	2	0	
integer_addition	2.1011113712	0.7357781657	2	1	
quantum_entangled_particles	0.857746700606	0.7357294024	0	0	
ecdlp	1.21290705266	0.7355717592	1	0	
eve	1.71520600792	0.7354829124	3	0	
manuscript	1.71498714631	0.735295228	3	0	
crypt_analysis	2.10034253007	0.7352397906	2	1	
key_length_expansion	1.21261910302	0.7352225445	0	1	
